# LogExposure,DensityR,DensityG,DensityB
0.952941,1.313333,1.893678,2.110013
0.980392,1.326113,1.908878,2.124719
1.007843,1.338961,1.924138,2.139308
1.035294,1.351827,1.939401,2.153848
1.062745,1.364626,1.954664,2.168507
1.090196,1.377410,1.969926,2.183093
1.117647,1.390331,1.985099,2.197507
1.145098,1.403093,2.000149,2.211922
1.172549,1.415670,2.014962,2.226337
1.200000,1.428248,2.029856,2.240758
1.227451,1.440826,2.045032,2.255265
1.254902,1.453403,2.060034,2.269706
1.282353,1.465981,2.074847,2.284047
1.309804,1.478546,2.089755,2.298356
1.337255,1.491043,2.104778,2.312625
1.364706,1.503476,2.119548,2.326844
1.392157,1.515735,2.134049,2.340878
1.419608,1.527818,2.148478,2.354630
1.447059,1.539600,2.162788,2.368220
1.474510,1.551119,2.176854,2.381826
1.501961,1.562399,2.190678,2.395239
1.529412,1.573488,2.204395,2.408144
1.556863,1.584439,2.217785,2.420824
1.584314,1.595248,2.230876,2.433511
1.611765,1.605865,2.243917,2.446084
1.639216,1.616227,2.256943,2.458354
1.666667,1.626392,2.269846,2.470415
1.694118,1.636383,2.282282,2.482306
1.721569,1.646180,2.294506,2.494018
1.749020,1.655756,2.306598,2.505475
1.776471,1.664932,2.318477,2.516603
1.803922,1.674047,2.330112,2.527448
1.831373,1.683162,2.341486,2.538105
1.858824,1.692277,2.352679,2.548597
1.886275,1.700979,2.363754,2.558876
1.913725,1.709008,2.374640,2.568887
1.941176,1.717117,2.385209,2.578612
1.968627,1.725119,2.395578,2.588125
1.996078,1.732892,2.405864,2.597497
2.023529,1.740498,2.415873,2.606586
2.050980,1.747960,2.425410,2.615320
2.078431,1.755273,2.434712,2.623906
2.105882,1.762331,2.443891,2.632390
2.133333,1.769051,2.452754,2.640501
2.160784,1.775422,2.461178,2.648052
2.188235,1.781536,2.469264,2.655331
2.215686,1.787485,2.477182,2.662481
2.243137,1.793141,2.484892,2.669364
2.270588,1.798714,2.492515,2.676131
2.298039,1.804231,2.500019,2.682792
2.325490,1.809739,2.507503,2.689423
2.352941,1.815373,2.515049,2.696238
